,Education,Marital_Status,Income,Kids,Expenses,TotalAcceptedCmp,NumTotalPurchases,Customer_Age,Customer_For,Clusters
2111,Post Graduate,Relationship,44953.0,0,1021,1,24,43,555,3
2112,Post Graduate,Relationship,34587.0,2,22,0,6,71,44,2
2113,Post Graduate,Relationship,43018.0,1,133,0,7,50,240,0
2114,Post Graduate,Relationship,45736.0,1,437,0,19,70,340,1
2115,Post Graduate,Relationship,66476.0,1,1013,0,26,55,207,4
2116,Post Graduate,Relationship,27733.0,1,57,0,7,43,307,0
2117,Post Graduate,Relationship,69805.0,1,1038,0,27,72,159,4
2118,Post Graduate,Single,72217.0,0,1573,0,22,62,445,1
2119,Post Graduate,Single,25818.0,1,28,0,4,53,619,0
2120,Post Graduate,Relationship,37509.0,1,123,0,9,48,655,0
2121,Post Graduate,Relationship,25176.0,2,13,0,4,48,323,0
2122,Post Graduate,Relationship,43586.0,1,132,0,10,44,668,0
2123,Post Graduate,Relationship,53230.0,1,732,0,23,68,695,1
2124,Post Graduate,Relationship,50116.0,2,66,1,7,67,9,2
2125,Post Graduate,Relationship,84906.0,0,1631,3,24,52,268,3
2126,Post Graduate,Relationship,61286.0,1,608,0,18,58,331,1
2127,Post Graduate,Relationship,82333.0,0,1822,1,18,38,456,3
2128,Post Graduate,Relationship,65220.0,0,1282,0,23,59,664,1
2129,Post Graduate,Relationship,33590.0,3,8,0,4,50,238,2
2130,Post Graduate,Single,30992.0,1,43,0,5,48,433,0
2131,Post Graduate,Single,72309.0,0,1931,1,20,48,475,3
2133,Under Graduate,Relationship,16005.0,1,103,0,8,44,684,0
2134,Post Graduate,Single,65487.0,0,1169,0,17,67,170,4
2135,Post Graduate,Relationship,58692.0,1,395,0,15,59,84,2
2136,Post Graduate,Single,40590.0,2,258,1,15,55,270,2
2137,Post Graduate,Single,20587.0,1,25,0,5,54,49,2
2138,Post Graduate,Single,62637.0,1,185,0,10,70,120,2
2139,Post Graduate,Single,29435.0,2,180,0,11,58,692,2
2140,Post Graduate,Single,19346.0,1,22,0,5,50,150,0
2141,Post Graduate,Relationship,35788.0,2,44,0,7,53,157,2
2142,Post Graduate,Single,36997.0,2,94,0,12,56,513,2
2143,Post Graduate,Relationship,23539.0,0,81,0,7,67,121,2
2144,Post Graduate,Single,65333.0,1,798,2,28,51,163,4
2145,Post Graduate,Single,78499.0,0,1334,1,19,67,218,4
2146,Post Graduate,Relationship,29732.0,1,38,0,5,53,96,2
2147,Post Graduate,Relationship,41275.0,3,61,0,11,64,97,2
2148,Post Graduate,Relationship,63516.0,2,300,0,16,51,358,2
2149,Post Graduate,Relationship,42769.0,1,88,0,8,62,260,2
2150,Post Graduate,Relationship,49572.0,2,54,0,7,66,196,2
2151,Post Graduate,Relationship,69209.0,0,1782,1,16,52,650,3
2152,Post Graduate,Relationship,17148.0,1,68,0,11,48,152,0
2153,Post Graduate,Single,40590.0,2,258,1,15,55,270,2
2154,Post Graduate,Relationship,30560.0,1,31,0,5,48,367,0
2155,Post Graduate,Relationship,32146.0,1,66,0,8,41,48,0
2156,Post Graduate,Single,41713.0,2,174,0,13,60,61,2
2157,Post Graduate,Relationship,34176.0,1,28,0,5,49,158,0
2158,Post Graduate,Relationship,58482.0,1,731,1,22,69,109,4
2159,Post Graduate,Single,59686.0,1,274,0,12,59,155,2
2160,Post Graduate,Relationship,60896.0,1,1701,0,26,60,626,1
2161,Post Graduate,Relationship,62994.0,1,312,0,13,44,117,2
2162,Post Graduate,Relationship,47320.0,1,414,0,20,67,332,1
2163,Post Graduate,Single,74859.0,0,1565,1,23,75,391,3
2164,Under Graduate,Single,15253.0,1,29,0,6,32,244,0
2165,Post Graduate,Single,31560.0,1,94,0,8,50,370,0
2166,Post Graduate,Single,72071.0,1,1338,0,20,70,500,1
2167,Post Graduate,Single,91172.0,0,1092,4,14,34,459,3
2168,Post Graduate,Relationship,90000.0,0,1479,3,18,40,188,3
2169,Post Graduate,Single,41967.0,2,54,0,5,43,218,0
2170,Post Graduate,Single,69263.0,1,568,1,18,59,116,4
2171,Post Graduate,Single,65706.0,0,1199,3,27,54,366,3
2172,Post Graduate,Relationship,60934.0,1,873,0,23,49,163,4
2173,Post Graduate,Relationship,71965.0,1,1213,0,17,73,335,4
2174,Post Graduate,Relationship,65210.0,1,731,2,22,69,111,4
2175,Post Graduate,Relationship,79174.0,0,2043,2,19,49,534,3
2176,Post Graduate,Single,81380.0,0,1893,0,17,57,554,3
2177,Post Graduate,Single,48432.0,1,424,0,19,51,619,1
2178,Post Graduate,Relationship,52914.0,1,575,1,15,53,538,1
2179,Post Graduate,Relationship,38946.0,1,257,0,12,69,248,2
2180,Post Graduate,Relationship,26067.0,1,56,0,9,50,237,0
2181,Post Graduate,Relationship,44325.0,1,542,1,21,52,479,1
2182,Post Graduate,Relationship,42523.0,0,125,0,7,60,67,2
2183,Under Graduate,Single,26487.0,1,69,0,9,46,405,0
2184,Post Graduate,Relationship,53233.0,1,40,0,5,67,103,2
2185,Post Graduate,Relationship,67716.0,1,1016,1,28,64,535,1
2186,Post Graduate,Relationship,76234.0,1,907,1,23,52,143,4
2187,Post Graduate,Relationship,84117.0,0,1566,1,24,68,49,4
2188,Post Graduate,Relationship,65487.0,0,1169,0,17,67,170,4
2189,Under Graduate,Relationship,25224.0,1,46,0,7,52,105,2
2190,Post Graduate,Single,89616.0,0,1644,0,25,41,489,3
2191,Post Graduate,Single,40851.0,2,59,0,5,53,493,2
2192,Post Graduate,Relationship,27469.0,0,17,0,4,77,696,2
2193,Post Graduate,Relationship,82347.0,0,1853,2,25,67,600,3
2194,Post Graduate,Relationship,73803.0,1,1528,1,22,67,697,1
2195,Post Graduate,Single,8820.0,2,35,0,10,72,464,2
2196,Post Graduate,Single,43322.0,0,141,0,8,50,69,0
2197,Post Graduate,Relationship,55593.0,1,546,1,17,51,312,4
2198,Post Graduate,Relationship,50501.0,2,500,1,20,70,376,1
2199,Post Graduate,Relationship,37085.0,2,61,0,10,49,3,2
2200,Under Graduate,Single,16185.0,1,106,0,8,34,328,0
2201,Post Graduate,Single,57731.0,1,704,0,26,55,583,1
2202,Post Graduate,Single,48432.0,1,424,0,19,51,619,1
2203,Post Graduate,Relationship,73807.0,1,849,0,23,46,543,1
2204,Post Graduate,Relationship,18929.0,0,85,0,6,34,498,0
2205,Post Graduate,Single,35893.0,2,199,0,15,56,622,2
2206,Post Graduate,Relationship,61014.0,1,1147,0,20,44,687,1
2207,Post Graduate,Relationship,32144.0,2,54,1,10,70,98,2
2208,Under Graduate,Relationship,14918.0,1,43,0,5,61,569,0
2209,Post Graduate,Single,45146.0,2,53,0,6,61,349,2
2210,Post Graduate,Single,41769.0,1,521,0,22,69,501,1
2211,Post Graduate,Relationship,88325.0,0,1623,0,18,43,144,3
2212,Post Graduate,Single,38054.0,2,45,0,7,74,59,2
2213,Post Graduate,Single,80617.0,0,1435,0,19,29,625,3
2214,Post Graduate,Relationship,5305.0,1,32,0,1,48,334,0
2215,Post Graduate,Relationship,36807.0,2,16,0,4,70,556,2
2216,Post Graduate,Relationship,28427.0,1,52,0,7,41,465,0
2217,Post Graduate,Single,82032.0,0,1234,0,17,76,85,4
2218,Post Graduate,Relationship,22775.0,1,15,0,4,46,375,0
2219,Post Graduate,Relationship,40101.0,1,415,0,17,39,623,0
2220,Post Graduate,Relationship,58025.0,1,470,0,18,45,215,4
2221,Post Graduate,Single,75777.0,0,1438,2,21,42,360,3
2222,Post Graduate,Relationship,7500.0,1,53,0,11,45,418,0
2223,Post Graduate,Relationship,33562.0,3,51,0,9,61,4,2
2224,Post Graduate,Single,57642.0,1,679,1,22,54,171,4
2225,Post Graduate,Relationship,58554.0,2,586,0,22,56,641,1
2226,Post Graduate,Relationship,63777.0,2,653,0,26,45,462,1
2227,Post Graduate,Single,57967.0,1,468,0,19,62,483,1
2228,Post Graduate,Relationship,51381.5,0,1679,1,1,46,686,3
2229,Post Graduate,Relationship,24434.0,2,50,0,7,52,42,2
2230,Post Graduate,Single,11012.0,1,84,1,9,40,470,0
2231,Post Graduate,Single,44802.0,0,1049,0,27,54,677,1
2232,Post Graduate,Single,26816.0,0,22,0,4,38,681,0
2234,Post Graduate,Relationship,34421.0,1,30,0,4,50,363,0
2235,Post Graduate,Relationship,61223.0,1,1341,0,18,57,381,1
2236,Post Graduate,Relationship,64014.0,3,444,1,22,78,19,4
2237,Post Graduate,Single,56981.0,0,1241,1,19,43,155,3
2238,Post Graduate,Relationship,69245.0,1,843,0,23,68,156,4
2239,Post Graduate,Relationship,52869.0,2,172,0,11,70,622,2
